EventID,ActorName,TargetName,HostName,ActorID,TargetID,HostID,DyadID,Host_agency,Event_type,Year,Month,Day,Quarter,Eventsummary,Source,Host_agency,Twelve_rule,Announcementform,Crackdownform,Crackdown_dislodged,Crackdown_dislodged_justification,Crackdown_Leadershipdecapitation,Crackdown_Leadershipdecapitation_summary,Crackdown_intrusive,Crackdown_joint,Crackdown_intrusive_joint_summary,Dom_territoryname,Accession_eventclarity,Accession_dateclarity,Pledge_eventclarity,Pledge_dateclarity,Crackdown_eventclarity,Crackdown_dateclarity,Dom_eventclarity,Dom_dateclarity
386,Renamo,Mozambique,Malawi,498,541,553,722,1,Crackdown,1986,11,,,"(1) ""Banda apparently responded by simply telling the MNR to leave the country (...) with a reported 10,000 guerrillas crossing into Mozambique."" (2) ""By November 1986 the threats and diplomatic overtures Mozambique and its allies had made towards Malawi seem to have convinced Malawian authorities to expel Renamo’s forces from their territory, forcing up to 5,000 Renamo fighters into central Mozambique""; (3) ""Malawi had served as a transit point and safe haven for Renamo guerrillas (...) [however, in late 1986 events made] Banda rethink this approach and, following the establishment of a joint Malawian–Mozambican Security Committee (...) he sent a Malawian military force to guard this vital transport network for his country""",Gunn 1986: 6; Robinson 2006: 252; Alden 2001: 17,1,,,5,,"""However, Renamo fighters clearly did continue to transit through Malawian territory"" (Robinson 2006: 253)",0,,0,0,,,,,,,5,3,,
387,Renamo,Mozambique,Malawi,498,541,553,722,,Toleration,1992,11,,,"(1) ""The withdrawal of Zimbabwean and Malawian troops, as provided for in the General Peace Agreement, was successfully completed.""; (2) ""After the war [which offically ended in the Rome Accords in October 1992], to the dismay of the Malawi military, it was discovered that Banda [President of Malawi] deployed the elite MYP to help the RENAMO rebels fight against the Mozambican government through covert operations, assisted by the apartheid South African government.""",Robinson 2006: 335; Robinson 2006: 294,,,,,,,,,0,0,,,,,,,,,,
388,Renamo,Mozambique,Mozambique,498,541,541,722,,Dom loss,1979,1,,,"(1) ""From January 1980 [the government] launched a new three-pronged attacked on the Renamo base there, know as Casa Banana. Renamo quickly abandoned Casa Banana""",Robinson 2006: 121,,,,,,,0,,,,,Parts of Gorongosa Mountains,,,,,,,4,4
389,Renamo,Mozambique,Mozambique,498,541,541,722,,Dom gain,1979,4,,,"(1) ""[Renamo] began a move to the new Sitatonga base, in which they would be fully settled by April 1980""",Robinson 2006: 121,,,,,,,0,,,,,Sitatonga,,,,,,,4,4
390,Renamo,Mozambique,Mozambique,498,541,541,722,,Dom gain,1979,9,5,,"(1) ""Matsangaissa led a 300-man battalion from Odzi to the Gorongosa Mountains to set up a permanent base (…) arriving on 5 September""",Robinson 2006: 114,,,,,,,0,,,,,Parts of Gorongosa Mountains,,,,,,,4,4
391,Renamo,Mozambique,Mozambique,498,541,541,722,,Dom loss,1980,6,30,,"(1) ""A final offensive on 30 June was successful in occupying enemy [Renamo] positions in the south (…) [In result,] they had been driven from their bases on Mozambican soil""",Robinson 2006: 124,,,,,,,0,,,,,Sitatonga,,,,,,,4,4
392,Renamo,Mozambique,Mozambique,498,541,541,722,,Dom gain,1980,7,18,,"(1) ""[By 18 July] the scattered rebels, now led by Afonso Dhlakama, began to regroup in a base 26 kilometres from the Zimbabwe border at Chicarre, also referred to as Garágua.1 In this sparsely populated area of southern Manica Renamo’s now bedraggled army could operate with impunity.""",Robinson 2006: 125,,,,,,,0,,,,,Chicarre/Garágua,,,,,,,4,4
393,Renamo,Mozambique,South Africa,498,541,560,722,,Accession,1979,8,,,"(1) ""On 14 August 1979, Mozambican representative Sergio Vieira warned South Africa that he knew ""groups were being trained in [a farm near Komatipoort] in South Africa and being sent through Rhodesia for action against Mozambique""",Robinson 2006: 113,,,,,,,,,,,,,3,4,,,,,,
394,Renamo,Mozambique,South Africa,498,541,560,722,1,Pledge,1983,12,20,,"(1) ""In mid-December 1983 the secret negotiations between Mozambique and South Africa [about mutual expulsion of ANC and Renamo; the Nkomati Accord] became publicly known. On 20 December Mozambican representatives Sergio Vieira and Jacinto Veloso again met South African Foreign Minister Pik Botha"" ",Robinson 2006: 171,1,,5,,,,,,,,,,,,4,5,,,,
395,Renamo,Mozambique,South Africa,498,541,560,722,1,Crackdown_dislodged,1984,4,,,"(1) ""[As for implementation of the deal, on the question of military logistics, militants] who were involved both before and after 1984 said that secrecy intensified after the Nkomati agreement. Afterwards [supplies were shipped into Renamo-held areas inside Mozambique, and] (...) the Dakota aircraft came only at night, to sites kept secret from most soldiers.""; (2) ""South African supplies were arriving regularly by helicopter at a Renamo base in Maputo province as late as February 1991.""; (3) ""[By the year 1990] Since it lacks rear bases and therefore depends u provisioning, it must be able to obtain compliance over large are Mozambique.""",Minter 1994: 186; Minter 1994: 188; Hall 1990: 39,1,,,2,,"(1) ""secrecy intensified after the Nkomati agreement. Afterwards [supplies were shipped into Renamo-held areas inside Mozambique, as Renamo had no firm presence in South Africa]"" (Minter 1994: 186)",0,,0,0,,,,,,,4,4,,
396,Renamo,Mozambique,Zimbabwe (Rhodesia),498,541,552,722,,Accession,1977,3,,,"""Renamo’s first base was established at an old tobacco farm outside Odzi [in Rhodesia], near Umtali, in March 1977""",Robinson 2006: 102,,,,,,,,,,,,,5,5,,,,,,
397,Renamo,Mozambique,Zimbabwe (Rhodesia),498,541,552,722,1,Pledge,1980,2,14,,"(1) ""ZANU [which had pledged to expel RENAMO] easily won a majority in the nation’s elections [on 14 February] and would form a government in Zimbabwe from mid-April 1980"" (2) ""It was clear from that point on that the MNR could not remain in Rhodesia."" ",Robinson 2006: 121; Young 1990: 495,1,,7,,,,,,,,,,,,3,5,,,,
398,Renamo,Mozambique,Zimbabwe (Rhodesia),498,541,552,722,1,Crackdown_dislodged,1980,4,,,"(1) ""In April 1980 (…) the ascent to power of radical forces in Zimbabwe led to the full transfer of Renamo to South African soil""",Robinson 2006: 121,1,,,6,,"""the ascent to power of radical forces in Zimbabwe led to the full transfer of Renamo to South African soil"" (Robinson 2006: 121)",1,Cunningham and Sawyer (2019) codes leadership change (to Afonso Dhlakama) after death of previous leader.,,,,,,,,,4,4,,
399,RFDG,Guinea,Liberia ,463,438,450,654,,Accession,2000,9,,,"(1) ""[The RFDG]  received important backing from both the Government of Sierra Leona and Liberia""; (2) ""The majority of the violence involving the RFDG was cross-border attacks that took place in the mineral rich areas of the country along the Guinean southern borders with Sierra Leone and Liberia""; (3) ""Guinean Armed Forces fought to contain fierce cross-border attacks by alleged Guinean, Sierra Leonean and Liberian rebels fighting under the Movement of the Democratic Forces of Guinea (RFDG) from Liberian territory between 2000 and 2001. These attacks were believed to have been motivated by revenge for Guinea’s military support to fighters of Liberians United for Reconciliation and Democracy (LURD) and the Civil Defence Forces (CDF) of Sierra Leone (mainly Kamajor militia) who were based in Guinea refugee camps.""; (4) ""A previously unknown rebel group calling itself the ' Rally o cratic Forces of Guinea' (RFDG) eventually claimed responsibilit attacks (...) [of] September 2000""",UCDP/actor/463; UCDP/actor/463; Addo 2004: 8; Arieff 2009: 343,,,,,,,,,,,,,4,4,,,,,,
400,RFDG,Guinea,Sierra Leone,463,438,451,654,,Accession,2000,9,,,"(1) ""The majority of the violence involving the RFDG was cross-border attacks that took place in the mineral rich areas of the country along the Guinean southern borders with Sierra Leone and Liberia""; (2) ""These [cross-border] attacks were believed to have been motivated by revenge [from Sierra Leone's government] for Guinea’s military support to fighters of (...) the Civil Defence Forces (CDF) of Sierra Leone (mainly Kamajor militia) who were based in Guinea refugee camps.""; (3)  ""A previously unknown rebel group calling itself the ' Rally o cratic Forces of Guinea' (RFDG) eventually claimed responsibilit attacks (...) [of] September 2000""",UCDP/actor/463; Addo 2004: 8; Arieff 2009: 343,,,,,,,,,,,,,4,4,,,,,,
401,RUF,Sierra Leone,Liberia ,532,451,450,818,,Accession,1991,3,23,,"(1) ""The Revolutionary United Front (RUF), a rebel movement based in the north and east of Sierra Leone which has launched a number of incursions into Guinea. In 1991 the RUF unleashed an insurgency which has ravaged the country. The group is known for its extreme cruelty, including hacking off the limbs of civilians.""; (2) ""Revolutionary Front (RUF), a rebel movement based in Sierra Leone which uses Liberia as a staging area""; (3) ""The conflict over government in Sierra Leone began as RUF (Revolutionary United Front) launched a rebellion from neighbouring Liberia in 1991. (...) on 23 March 1991, invading from neighboring Liberia (...) From the very outset of the rebellion, Sankoh's RUF movement received support from the NPFL (National Patriotic Front of Liberia) leader Charles Taylor in Liberia.""; (4) "" [In October 2009] United Nations Security Council gave Liberia two months to provide evidence that it had stopped providing aid and support to rebels of the Revolutionary United Front, whose forces have led a war in Sierra Leone that is entering its 10th year. Last week, U.N. officials said they had no evidence that Liberia had stopped supporting the rebels.""",AFP 2001; Samb 2001; UCDP/actor/532; VOA 2009,,,,,,,,,,,,,4,4,,,,,,
402,SCIRI,Iraq,Iran ,231,645,630,521,,Accession,1982,11,17,,"(1) "" SCIRI was created by Iraqi exiles in Iran on 17 November 1982 (…) Much of the early activity by SCIRI was made up of attacks launched from the Iranian side of the border (…) Since its formation 1982, SCIRI has received substantial support from Iran""; (2) ""Both SCIRI and the Badr Brigades operated from Iran until 2003, when the toppling of Saddam Hussein allowed it to return to the country""",UCDP/statebased/521; Erstad 2018: 26,,,,,,,,,,,,,4,4,,,,,,
403,SLM/A,Sudan,Chad,469,625,483,666,,Accession,2003,2,28,,"(1) ""SLM/A (Sudan Liberation Movement/Army), previously known as the Darfur Liberation Front, issued a Political Declaration on 14 March 2003, stating that it had taken up arms against the Khartoum""; (2) At that time, Déby was unable [or] unwilling to stop the two armed opposition movements in Darfur, the Sudan Liberation Army (SLA) and the Justice and Equality Movement (JEM), from using Chad as a rear base""",UCDP 2022; Mehrpool 2013: 4,,,,,,,,,,,,,5,5,,,,,,
404,SLM/A,Sudan,Chad,469,625,483,666,1,Crackdown,2003,3,,,"(1) ""In March and April 2003, Déby wanted to help Bashir fighting the SLA and the JEM and sent Chadian troops to Darfur via the border town of Tiné. (…) [Yet,] the Chadian soldiers – mainly Zaghawa themselves – showed little motivation to fight against other Zaghawa and, instead, gave the rebel movements advance warning of the planned attack by the Chadian army""; (2) ""[Déby] took military action against them [JEM and SLM/A]""; (3) ""Earlier in 2002, Darfurian opposition figures had asked Déby to support an armed rebellion, but he had refused the request and then instead sent 500 Chadian soldiers to Darfur in 2003 to help Sudan’s government forces quell the rebellion""; (4) ""Throughout the first two years of the conflict in Darfur, Khartoum provided Déby with funds to divide and weaken the Darfur insurgency""; (5) ""At the beginning of the insurrection the GoS had benefited from almost total support from Idris Deby who even sent troops and a couple of helicopters to help chase the rebels""; (6) ""In 2003, Chadian soldiers (...) entered Sudan for the first time, alongside the Sudanese army, to fight against the Darfur rebels.""","Meerpohl 2013: 4; Berg 2008: 77; Tamm and Duursma 2022: 13, Marchal 2008: 432; Prunier 2011: 98; Gnanguênon 2021: 17",1,,,3,,"""[Déby] took military action against them""; however, Chadian soldiers often ""gave the rebel movements advance warning"" (Meerpohl 2013: 4; Berg 2008: 77)",0,,0,0,,,,,,,3,4,,
405,SLM/A,Sudan,Chad,469,625,483,666,,Toleration,2006,1,,,"(1) ""JEM and Déby concluded a first gentlemen’s agreement that allowed the former to use Chad as a sanctuary. In January 2006 these facilities were extended to some factions within the other main Darfur insurgent group, the Sudan Liberation Army (SLA).""; (2) ""Déby responded [to increased Sudanese involvement in the Chadian rebellion] by increasing his support to the Darfur rebels""",Marchal 2008: 432; Mehrpool 2013: 4,,,,,,,,,,,,,4,4,,,,,,
406,SLM/A,Sudan,Chad,469,625,483,666,1,Pledge,2006,7,26,,"(1) ""High-level talks held in Libya resulted in an announcement of mended relations (...) and a pledge from both governments to end support to the respective opposition groups operating from both countries.""; (2) ""Last week the two states' presidents agreed at a mini-summit in Tripoli to ban insurgents from setting up bases in each country""; (3) "" On 26 July 2006, an agreement was signed in which both governments agreed not to give refuge any more to the other’s rebels.""",HRW 2006; Reuter; Tubiana 2008: 29,1,,2,,,,,,,,,,,,4,4,,,,
407,SLM/A,Sudan,Chad,469,625,483,666,1,Crackdown_dislodged,2006,8,,,"(1) ""[After the deal and before September 2006] it seems that Déby did play the game to some extent and asked the Darfur rebels to leave Chad. Some of them went abroad or to rebel areas in Darfur; others remained in Chad, acting more discreetly.""",Tubiana 2008: 29,1,,,5,,"""Some of them went abroad or to rebel areas in Darfur; others remained in Chad, acting more discreetly."" (Tubiana 2008: 29)",0,,0,0,,,,,,,4,4,,
408,SLM/A,Sudan,Chad,469,625,483,666,,Toleration,2006,10,,,"(1) ""Because of (...) new attacks, for which the Chadian government mostly blamed Khartoum, the bilateral agreement was shattered. At the end of September, the Sudanese rebels hoped that Chad would once again show some support for their cause, which seems to have happened at the beginning of October.""",Tubiana 2008: 30,,,,,,,,,,,,,4,4,,,,,,
409,SLM/A,Sudan,Chad,469,625,483,666,1,Pledge,2007,5,,,"(1) ""The two countries [Sudan and Chad] set up a joint military committee to monitor the border and in May the two presidents signed a reconciliation accord in Saudi Arabia""",Shinn 2015: 282,1,,2,,,,,,,,,,,,4,4,,,,
410,SLM/A,Sudan,Chad,469,625,483,666,,Toleration,2008,5,,,,,,1,,,,,,,,,,,,,,,,,,
411,SLM/A,Sudan,Chad,469,625,483,666,1,Pledge,2009,6,,,"(1) ""It was actually in June 2009 that Déby's people told the [JEM and SLM/A] guerrillas that they needed to get out of there [Chad], and many of them did"" (2) ""In August 2009, first talks between Chad and Sudan were held in Tripoli with Gaddafi’s support""",Marchal 2022; Meerpohl 2013: 6,1,,6,,,,,,,,,,,,4,4,,,,
412,SLM/A,Sudan,Chad,469,625,483,666,1,Crackdown_dislodged,2010,2,,,"(1)  ""When the rapprochement reached the ground, (…) border crossings became more difficult. (…) [Ending in] the closure of [the SML/A and JEM's] state-sponsored supply lines to rebel groups from Chad (...) in mid-2010""",Meerpohl 2013: 6,1,,,3,,"""[Ending in] the closure of [the SML/A and JEM's] state-sponsored supply lines"" (Meerpohl 2013: 6)",0,"""[Ending in] the closure of [the SML/A and JEM's] state-sponsored supply lines"" (Meerpohl 2013: 6)",0,1,"(1) ""The deployment since early 2010 of a joint Sudan–Chad Border Force""; (2) ""An agreement [between Chad and Sudan] was signed in January 2010. When the rapprochement reached the ground, pressure mounted on the JEM and border crossings became more difficult""",,,,,,4,4,,
413,SLM/A,Sudan,Sudan,469,625,625,666,,Dom gain,2003,4,,,"(1) ""In April, SLA and JEM forces captured and briefly held the airport of el-Fasher, capital of North Darfur state, destroying government aircraft on the ground and making off with weapons, vehicles, stores, and a captured air force general. Later in 2003, the SLA attacked and briefly seized the North Darfur towns of Mellit and Kutum [and]  controlled large swathes of North Darfur and Jebel Marra""",Tanner and Tubiana 2007: 23,,,,,,,0,,,,,Main Dar Zaghawa towns,,,,,,,4,4
414,SLM/A,Sudan,Sudan,469,625,625,666,,Dom loss,2004,1,,,"(1) ""In December 2003 and January 2004 the government recaptured Tina, Kornoy, and Um Buru, the main ‘towns’ in Dar Zaghawa (…) The SLA dispersed to survive""",Tanner and Tubiana 2007: 24,,,,,,,0,,,,,Main Dar Zaghawa towns,,,,,,,4,4
415,SLM/A,Sudan,Sudan,469,625,625,666,,Dom gain,2004,2,,,"(1) ""[Shortly after the January offensive, SLM] fighters had escaped the GoS [Gov't of Sudan] onslaughts of late 2003 and early 2004 by seeking and receiving sanctuary in eastern Jebel Marra [mountains in Sudan.] (...) the SLA (...) denies government forces access to areas by attacking officials, cutting off roads, and controlling trade flows.""","Tanner and Tubiana 2007: 24, 26",,,,,,,0,,,,,Eastern Jebel Marra,,,,,,,,
416,SPLM/A,Sudan,Eritrea,466,625,531,663,,Accession,1995,6,,,"(1) ""Asmara began supporting the SPLM/A and northern opposition movements in the mid-1990s in retaliation for Khartoum’s support to armed Islamist opposition in Eritrea""; (2) ""Eritrea not only closed the Sudanese embassy in its capital, Asmara, but also handed over the facilities to the NDA in June 1995. (...) The SPLA has since 1996 based its New Sudan Brigade in western Eritrea.""; (3) ""It is the considered view of many that Eritrea started supporting the Sudanese opposition militarily since January 1996 soon after the breakdown of diplomatic relations.""; (4) ""the Sudan Alliance Forces [SPLA's northern front] are allowed to operate freely in western Eritrea (...) Sudanese rebels are training in Eritrea (…) Brig Khalid insists that there are other Sudanese military training camps in the border region of western Eritrea and that his units have already infiltrated Sudan to engage in small-scale guerrilla activity""; (5) ""On 17 June 1995 (...) a conference of Sudanese political forces [was] inaugurated [in Eritrea] (...) guested by the Popular Liberation Movement of John Garang in the South""; (6) ""[T]ilting the balance firmly towards the SPLA [in] January 1994, Eritrea broke off relations with Sudan, accusing Khartoum of sponsoring an Islamist rebel group inside Eritrea. (...) [Eritrea] needed no further encouragement to enhance the military performance of the SPLA"";  (7) ""Eritrea broke relations with Sudan at the end of 1994, became a strong supporter of the SPLM/A, and permitted the opposition National Democratic Alliance [allied with the SPLM/A] to locate its headquarters in the former Sudan embassy in Asmara""; (8) ""SPLA training for the Bejas started in 1995, and the first joint operation took place in October 1996""; (9) ""Starting in 1996, the SPLA also based a military force in western Eritrea, known as the New Sudan Brigade.”",Seymour 2010: 57; Adar 2000b; Venkataraman 2005: 67; Biles 1996: 12; Venkataraman 2005: 66; Hentz 2013: 222; Shinn 2015: 280; Connell 2007; Gleditsch et al. 2013: 236,,,,,,,,,,,,,4,4,,,,,,
417,SPLM/A,Sudan,Eritrea,466,625,531,663,1,Pledge,1999,5,,,"(1) ""[When] Eritrea's relations with Ethiopia worsened to the extent of war (...) national interest considerations prompted the Eritrean government to make a move towards Sudan and normalize relations with it; for Asmara could not afford to devote hostility on both sides of its borders. (...) The whole normalization process took place in May 1999 at a tripartite meeting in Doha, Qatar, which was attended by the Heads of State of Eritrea, Sudan and Qatar where President Isaias and his Sudanese counter part General Omar al-Bashir agreed to normalize their bilateral relations""; (2) ""Then the outbreak of war between Eritrea and Ethiopia in May 1998 transformed the geopolitics of the Greater Horn. During the course of the futile but deadly war that followed, Asmara and Addis were quick to seek their own rapprochement with Khartoum, drastically easing the threats to the NIF.""; (3) ""The conflict between Ethiopia and Eritrea in 1998 ended the U.S. sponsored 'front line states' policy""",Venkataraman 2005: 70; Seymour 2010: 55; Shinn 2003,1,,2,,,,,,,,,,,,4,4,,,,
418,SPLM/A,Sudan,Eritrea,466,625,531,663,1,Crackdown,1999,NA,,4,"(1) ""Eritrea trained and supported the forces of the NDA [SPLA-alligned northeastern front] (...) in western Eritrea around Haikota, Tessenei and Sawa and received logistical support, training and arms from Asmara until the late 1990s, when Asmara engineered a rapprochement with Khartoum and moved the NDA’s camps across the border to a base at Belasid [in late 1999]. Once there, they received regular supplies of food, fuel, ammunition and more from across border, as well as political instruction and military training in or near their new base. (...) NDA camps had been relocated across the border from the Haikota/Sawa area to Belasid (...) [and] included armed forces from SPLM/A""",Connell 2007; Arnold and LeRiche 2013: 103; Seymour 2010: 56,1,,,5,,"On the one hand, ""moved the NDA’s camps across the border to [Sudan]"" (Connell 2007); on the other, there still remained ""SPLA camps in Eritrea"" (Seymour 2010: 56).",0,"""Once there [across the Sudanese border], they received regular supplies of food, fuel, ammunition and more from across border, as well as political instruction and military training in or near their new base."" (Connell 2007)",0,0,,,,,,,4,2,,
419,SPLM/A,Sudan,Eritrea,466,625,531,663,,Toleration,2000,NA,,1,"(1) ”SPLA forces united with Beja Congress insurgents to open an eastern front along the border with Eritrea in 2000""; (2) ”men working in eastern Sudan crossed the border to train in SPLA camps in Eritrea”; (3) ”[As of 2007] Eritrea still keeps Eastern Front guerrillas on its territory”",Arnold and LeRiche 2013: 103; Seymour 2010: 56; de Waal 2007: 13,,,,,,,,,,,,,4,2,,,,,,
420,SPLM/A,Sudan,Ethiopia,466,625,530,663,,Accession,1983,7,,,"(1) ""Since 1983, when hostilities resumed, the Ethiopian government had been a major sponsor of John Garang’s Sudan People’s Liberation Army (SPLA).""; (2) ""[At birth, the rebel group] trekked all the way to the Ethiopian borders where the first SPLM/A camps were established""; (3) ""[T]he formation of the SPLM/SPLA [was] in July 1983""; (4) ""The Derg played an important role in the establishment of the SPLM/A which it logistically and militarily supported (...) The Derg provided the SPLA with substantial military and logistical support in its struggle against the Khartoum regime which hosted the opposition movements from Ethiopia. It also provided the SPLM/A with supply routes, training facilities, a radio station, and sites for the establishment of refugee camps in the Gambella region ran by the UNHCR (...) Ethiopian officers and Air Borne commandos also provided intensive military training for thousands of SPLA guerrilla fighters at different SPLA military camps in western Ethiopia""; (5) ""Ethiopian support was crucial to their gains, as the Ethiopian government used the SPLA to retaliate for Sudan’s support to Eritrean, Tigrayan, Omoro, and Anuak insurgents in Ethiopia.""; (6) ""SPLA’s conduct of the guerrilla war against Khartoum (…) relied on camps in Ethiopia, Kenya and Uganda to launch its operations and subsequently regroup.""; (7) ""During the 1980s, SPLA received crucial aid from the Mengistu regime in Ethiopia, which provided both rear bases and arms.""; (8) ""Part of Ethiopia's support for the SPLA was in allowing it to set up bases in Gambella. Here, the Sudanese rebels recruited and trained tens of thousands of young men from refugee camps.""","Hentz 2013: 221; Nyaba 1997: 21; D'Agoôt 2013: 63; Bayissa 2011: 20, 29; Seymour 2010: 53; Frahm 2015: 260; Gleditsch et al. 2013: 236; Davison 2014",,,,,,,,,,,,,5,5,,,,,,
421,SPLM/A,Sudan,Ethiopia,466,625,530,663,1,Pledge,1991,5,28,,"(1) ""The collapse of the Derg [on May 28 1991, when the EPRDF took power] was immediately followed by the withdrawal of the SPLM/A and south Sudanese refugees from Ethiopia"";  (2) May -- President Mengistu is forced out of Addis Ababa, putting SPLA base areas in Ethiopia in jeporty""; (3) ""The 1991 fall of Colonel Menguistu’s regime (…) [meant that] the SPLA, which had been close to the former communist regime, suddenly lost its main source of support.""; (4) ""[The] overthrow of the SPLA's main backer, Ethiopia's ruler, Mengistu Haile Mariam [led to the SPLM/A] losing its supplies and radio station""; (5) ""The successor Tigray-dominated government, when it operated as a rebel movement, often took refuge in Sudan during its struggle to overthrow Mengistu. After taking power in 1991, it established cordial relations with Khartoum""",Bayissa 2011: 40; Lobban 2001: 120; Prunier 2009: 81; Lobban 2001: 120; Shinn 2015: 280,1,,7,,,,,,,,,,,,3,4,,,,
422,SPLM/A,Sudan,Ethiopia,466,625,530,663,1,Crackdown_dislodged,1991,6,,,"(1) ""[By June] Ethiopian rebel groups seize power in Addis Ababa, and SPLA loses its strongest regional ally. Radio SPLA/SPLM had broadcast its programs from Addis, which was also a safe haven for SPLM leadership. (...) southern Sudanese refugees are driven out of Ethiopian refugee camps.""; (2) ""The EPRDF government subsequently expelled the SPLA guerrillas from their Ethiopian bases"" ; (3) ""Ethiopia’s new government had been hosted in Khartoum as rebels during the civil war. On taking power in Addis Ababa they stopped assistance to the SPLA and expelled its leadership to Nairobi.""; (4) ""When Mengistu’s government collapsed in 1991, the SPLA, viewed as an enemy by the new Ethiopian government, was suddenly stripped not only of this rearguard support but also of access from Ethiopia to the territory it controlled within Sudan. The SPLA (...) promptly fled from Ethiopia back into Sudan.""",Makinda 1993: 129; Hentz 2013: 221; The Economist 1998: 67; Human Rights Watch 1998: VI,1,,,5,,"""The SPLM (…) was suddenly stripped not only of this rearguard support but also of access from Ethiopia to the territory it controlled within Sudan. The SPLA (...) promptly fled from Ethiopia back into Sudan."" (Human Rights Watch 1998: VI)",0,,0,0,,,,,,,5,5,,
423,SPLM/A,Sudan,Ethiopia,466,625,530,663,,Toleration,1995,9,,,"(1) ""September [1995: Sudanese] Relations with Ethiopia worsen in wake of Mubarak assassination attempt; Ethiopia (...) expels Sudanese diplomats from Addis Ababa.""; (2) ""A reconciliation between Ethiopia’s new government and the SPLA that year [1995] gave the latter renewed access through Ethiopia to contested areas of southeastern Sudan""; (3)""[By the end of 1995,] Ethiopia, Eritrea and Uganda – all of them fresh from winning their own civil wars – needed no further encouragement to enhance the military performance of the SPLA. Boosted by the support of its neighbours the SPLA recovered its strength and made substantial military progress""; (4) ""The [Sudan-Ethiopia] relationship reached a low point when Sudan, or at least its intelligence apparatus, in 1995 assisted an Egyptian terrorist group in a failed attempt to assassinate Egyptian President Hosni Mubarak as he arrived in Addis Ababa for a meeting of the Organization of African Unity. This deeply embarrassed the Ethiopian government, which subsequently joined Uganda and Eritrea in the U.S. sponsored ""front line states"" strategy against Sudan  [... after which] Ethiopia stepped up its support for the SPLA (...) Ethiopian support for the SPLA even involved in 1997 cross border military assistance that permitted the SPLA to capture the border town of Kurmuk and Qessan""; (5) ""[From September 1995] The SPLA stepped up its actions from Ethiopia against Sudan""",Lobban 2001: 125; Human Rights Watch 1998: VI; Hentz 2013: 222; Shinn 2003; Shinn 2002: 3,,,,,,,,,,,,,5,3,,,,,,
424,SPLM/A,Sudan,Ethiopia,466,625,530,663,1,Crackdown_dislodged,1998,11,2,,"(1) ""Sudan has welcomed a move by the Ethiopian government to close down the rebel SPLA office in Gambela, near the Sudanese border. According to the daily 'al-Rai al-Aam', presidential adviser Adam al-Tahir said the measure demonstrated Ethiopia's 'seriousness to normalise relations with Sudan'. The move follows the resumption of Ethiopian Airlines flights to Khartoum. The DPA news agency said the SPLA's expulsion from Gambela was first reported by a United Arab Emirates newspaper and timed to coincide with the closure of OLF offices in Sudan.""; (2) ""The 1998-2000 Ethio-Eritrean war changed the Realpolitik dimensions of the Sudanese civil war. For example, Ethiopia has not only sought rapprochement with Sudan (...), but has also closed the SPLA’s base in Gambela on its western border with Sudan.""; (3) ""It is because of the Ethio-Eritrean war that a rapprochement has been re-established between Ethiopia and Sudan. (...) Ethiopia has not only closed the SPLA’s base in Gambela in western Ethiopia but has also agreed with Hussein Mohamed Aideed of Somalia to prevent the OLF operations against Ethiopia from their bases in Somalia.""; (4) ""On May 12, 1998, Eritrea unexpectedly occupied a small piece of territory previously administered by Ethiopia near their border (...) Ethiopia slowly and quietly explored improved ties with Sudan. Near the end of 1998, Sudanese media began to suggest that Sudanese-Ethiopian ties were on the mend.""; (5) ""Then the outbreak of war between Eritrea and Ethiopia in May 1998 transformed the geopolitics of the Greater Horn. During the course of the futile but deadly war that followed, Asmara and Addis were quick to seek their own rapprochement with Khartoum, drastically easing the threats to the NIF.""; (6) ""[In May 1998] Ethiopia concluded that its erstwhile close friend Eritrea had become a greater enemy than Sudan. Drawing on the axiom that the 'enemy of my enemy is my friend,' Ethiopia decided to normalize relations with Sudan by the end of 1998 (...) [and] Ethiopia began to cut back its support for the SPLA.""",UN OCHA 1998; Adar 2000a; Adar 2000b: 6; Shinn 2002: 3; Seymour 2010: 55; Shinn 2003,1,,,5,,"""[Ethiopia] closed the SPLA’s base in Gambela on its western border with Sudan."" (Adar 2000a)",0,"""[Ethiopia] closed the SPLA’s base in Gambela on its western border with Sudan."" (Adar 2000a)",0,0,,,,,,,4,4,,
425,SPLM/A,Sudan,Libya,466,625,620,663,,Accession,1983,7,,,"(1) ""[1983 saw the] establishment of the local SPLM/A office in Libya, which channelled military aid from Libya’s leader Muammar al-Gaddafi to the movement""; (2) ""Relations between Libya and Sudan deteriorated sharply when Sudan supported Egypt after the Camp David accords of September 1978. Tripoli reacted by providing aid to the southern-based Sudanese People’s Liberation Army (SPLA)""; (3) ""The Gaddafi regime [supported] the SPLM in southern Sudan for years during the rule of Numayri [i.e. pre-1985]""; (4) ""Policy differences prompted Libya to support any organisation that opposed Numeiri's government in the late 1970s and early 1980s. Accordingly, Gaddafi supported the SPLA as a way of destabilising the Numeiri regime""",Ylönen 2009: 6; Huliaras 2001: 9; Hamed 2014: 190; Makinda 1993: 131,,,,,,,,,,,,,4,4,,,,,,
